authorName,hIndex
Mary Beth Kery,1
Haofen Wang,1
Yong Yu,1
Y. Ni,1
Jin-Hang Du,1
M. Nixon,1
Tim Matthews,1
M. Niranjan,1
M. Belkin,1
Soumik Mandal,1
Daniel J. Hsu,1
Siyuan Ma,1
S. Dumais,1
Leo Liberti,1
M. Hernán,1
B. Healy,1
J. Hsu,1
G. Maxwell,1
Jun Gao,1
M. Liebman,1
C. Shriver,1
De Gao,1
M. Correll,1
R. Mural,1
L. Kvecher,1
A. Bekhash,1
Gwendolyn Schwab,1
M. Osmond,1
A. Kovatich,1
J. Sheldon,1
Hai Hu,1
Vladimir Kubatin,1
Jim Clark,1
J. Hooke,1
D. Klimov,1
V. V. Oreshko,1
I. R. Gubaidullin,1
O.E. Khromov,1
A.Y. Virasova,1
Raja Chiky,1
Marie-Aude Aufaure,1
Leo Lahti,1
Jürgen Reinhard,1
C. Bauer,1
Gregor Wernet,1
E. Moreno-Ruiz,1
B. Weidema,1
B. Steubing,1
Catherine Blake,1
S. Raschka,1
Corey J. Nolet,1
Joshua Patterson,1
Konstantinos Chatzilygeroudis,1
I. Perikos,1
I. Hatzilygeroudis,1
Sarvar Patel,1
Aaron Segal,1
Ben Kreuter,1
H. B. McMahan,1
Keith Bonawitz,1
Antonio Marcedone,1
Daniel Ramage,1
Vladimir Ivanov,1
Karn Seth,1
Lei Ma,1
M. Harman,1
J Zhang,1
Christian Aebeloe,1
Gabriela Montoya,1
J. Siskind,1
Barak A. Pearlmutter,1
Alexey Radul,1
A. G. Baydin,1
S. Mukherjee,1
M. Augustin,1
J. Nattermann,1
D. Skowasch,1
Stefanie Warnat-Herresthal,1
Krishnaprasad Shastry,1
A. Drews,1
Bruno Monnet,1
F. Tran,1
Fabian Kern,1
M. Woodacre,1
M. Saridaki,1
Saikat Mukherjee,1
R. Bals,1
C. Lehmann,1
M. Netea,1
Daniel Petersheim,1
J. Schulte-Schrepping,1
C. Herr,1
S. Schreiber,1
T. Ulas,1
P. Schommers,1
P. Nürnberg,1
Ravi Sarveswara,1
F. Theis,1
Sathyanarayanan Manamohan,1
Elena De Domenico,1
Hartmut Schultze,1
Christian Siever,1
O. Riess,1
P. Pickkers,1
S. Ktena,1
Nicolas Casadei,1
Melanie Nuesch-Germano,1
Sarah Kim-Hellmuth,1
A. Keller,1
B. Krämer,1
A. Aschenbrenner,1
J. P. Bernardes,1
J. Altmüller,1
N. Aziz,1
U. Behrends,1
M. Becker,1
J. Schultze,1
Milind Desai,1
Charles Siegel,1
S. Ossowski,1
L. Bonaguro,1
E. Giamarellos‐Bourboulis,1
M. Breteler,1
M. Kox,1
K. Händler,1
S. Cheran,1
Michael Kraut,1
P. Rosenstiel,1
Chen Wu,1
F. Diakogiannis,1
P. Caccetta,1
F. Waldner,1
M. Kubát,1
N. Mishra,1
I. Kurth,1
E. L. Goh,1
Tobias Fehlmann,1
Heidi Theis,1
J. Rybniker,1
Michael Backes,1
M. Bitzer,1
Vishesh Garg,1
J. Heyckendorf,1
Uwe Franke,1
Sebastian Ramos,1
Marius Cordts,1
Mohamed Omran,1
B. Schiele,1
M. Enzweiler,1
Rodrigo Benenson,1
Timo Rehfeld,1
D. Scharstein,1
Michael J. Black,1
Simon Baker,1
J. P. Lewis,1
R. Szeliski,1
Bill Cresko,1
A. S. Kulam-Syed-Mohideen,1
Ryan J. Farris,1
T. Marsh,1
Erick Cardenas,1
G. Garrity,1
L. Hunter,1
T. Callahan,1
Ignacio J. Tripodi,1
Harrison Pielke-Lombardo,1
G. Vicario,1
S. Coleman,1
Nadezhda Purtova,1
L. Taylor,1
Lesia Semenova,1
Chudi Zhong,1
Haiyang Huang,1
Zhi Chen,1
Minjie Wang,1
Mu Li,1
Chiyuan Zhang,1
Yutian Li,1
Naiyan Wang,1
Tianjun Xiao,1
Min Lin,1
Tianqi Chen,1
Bing Xu,1
Priyanka Shahi,1
Norbert Gretz,1
Roland Eils,1
Stefan Küffer,1
S. Maertens,1
Benedikt Brors,1
Serguei Loukianiouk,1
M. Kenzelmann,1
Andreas Bohne-Lang,1
Hermann-Josef Gröne,1
H. Chan,1
K. Pang,1
G. Moody,1
Lara O'Donnell,1
A. Willems,1
Christie S. Chang,1
R. Oughtred,1
J. Coulombe-Huntington,1
Frederick Zhang,1
S. Dolma,1
Bobby-Joe Breitkreutz,1
Lorrie Boucher,1
J. Rust,1
M. Tyers,1
Genie Leung,1
Nadine Kolas,1
Rochelle McAdam,1
A. Chatr-aryamontri,1
Chris Stark,1
Wil M.P. van der Aalst,1
S. V. Zelst,1
A. Berti,1
Alaa Abdulkhar Jihad,1
Mortadha M. Hamad,1
Prasad Chakka,1
Joydeep Sen Sarma,1
R. Murthy,1
Ning Zhang,1
Ashish Thusoo,1
Suresh Anthony,1
H. Liu,1
C. Zucco,1
Giuseppe Agapito,1
M. Cannataro,1
B. Nelson,1
Benjamin I. P. Rubinstein,1
J. D. Tygar,1
A. Joseph,1
Ling Huang,1
Shruti Jadon,1
Tianjian Chen,1
Yongxin Tong,1
Satyavrat Wagle,1
S. Neuhauser,1
H. Motenko,1
J. Richardson,1
M. O’Keefe,1
M. Lescot,1
G. Thijs,1
P. Rouzé,1
S. Rombauts,1
P. Déhais,1
K. Marchal,1
Y. Peer,1
